study-luciddreamer-vision	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
study-oracle1	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0
study-si-papers	15	40	0	0	0	0	0	0	27	10	0	0	0	0	0	3
study-spreader-tool	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
study-superz	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0
superinstance-profile	20	214	0	14	14	19	13	13	7	15	30	16	14	0	13	46
tap-frontend	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1
tapscript-studio	10	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0
technician	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tensor-midi	7	16	0	0	0	0	0	0	0	13	0	0	1	0	0	2
ternary-tenforward	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
terrain	2	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0
the-living-minds	1	5	0	2	0	0	0	0	0	0	0	0	0	0	0	3
the-tap	11	58	0	0	2	0	0	17	0	2	30	0	7	0	0	0
vessel-agent-system	3	14	0	8	0	0	0	0	0	0	0	0	4	0	0	2
vessel-room-navigator	3	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0
vibe-protocol	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
voxel-logic	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
wesley-curriculum	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
wesley-holodeck	1	6	0	2	0	0	0	0	0	0	0	0	1	0	0	3
wesley-journal	1	4	0	1	0	0	0	0	0	1	0	0	1	0	0	1
wesleys-imagination	3	6	0	1	0	0	0	0	0	0	0	0	1	0	0	4
zeroclaw-dissertation	4	14	0	1	0	0	0	4	1	3	4	0	1	0	0	0
zeroclaw	4	7	0	2	0	0	0	0	0	0	0	0	2	0	0	3
